table_key,index,japanese,korean,encoded_bytes,source
equipment_name,49,乱れる宝石,요동치는 보석,13,project_translation+guide_reference
equipment_name,50,アーマーストーン,아머 스톤,9,project_translation+guide_reference
equipment_name,51,ロマンシン<N:ク:12>ストーン,로맨싱 스톤,11,project_translation+guide_reference
equipment_name,52,ロマンシン<N:ク:12>ストーン,로맨싱 스톤,11,project_translation+guide_reference
equipment_name,53,ロマンシン<N:ク:12>ストーン,로맨싱 스톤,11,project_translation+guide_reference
equipment_name,54,ロマンシン<N:ク:12>ストーン,로맨싱 스톤,11,project_translation+guide_reference
equipment_name,55,太陽の<N:げ:26>うし,태양의 거울,11,project_translation+guide_reference
equipment_name,56,おし花の本,압화 책,7,project_translation+guide_reference
equipment_name,57,クラウ<N:ｲ:6>スの本,클라우스의 책,13,project_translation+guide_reference
equipment_name,58,音楽集,음악집,6,project_translation+guide_reference
equipment_name,59,ラークの紋章,라크의 문장,11,project_translation+guide_reference
equipment_name,60,<N:ｴ:24>かりの紋章,유카리의 문장,13,project_translation+guide_reference
equipment_name,61,フ<N:リ:12><N:｣:11>の紋章,포니의 문장,11,project_translation+guide_reference
equipment_name,62,勇者の証,용자의 증표,11,project_translation+guide_reference
equipment_name,63,？？？？？,?????,10,project_translation+guide_reference
equipment_description,0,炎系の攻撃に強くなります,화염 공격 피해 감소,19,project_translation+guide_reference
equipment_description,1,水系の攻撃に強くなります,냉기 공격 피해 감소,19,project_translation+guide_reference
equipment_description,2,<N:ｌ:5>へモジーへを回避します,헤모지 방지,11,project_translation+guide_reference
equipment_description,3,自分の<N:Π:10><N:Ｐ:10>の回復量が大きくなります,회복 효과 증가,14,project_translation+guide_reference
equipment_description,4,戦闘で入る経験値が2倍になります,획득 경험치 2배,15,project_translation+guide_reference
equipment_description,5,魔力が10<N:X:20>上昇します,마력 10% 상승,14,project_translation+guide_reference
equipment_description,6,<N:ｌ:5><N:眠:5>りへを回避します,수면 방지,9,project_translation+guide_reference
equipment_description,7,防御力が30<N:X:20>上昇します（チョン<N:力:5>ラ）,촌가라 방어력 30% 상승,23,project_translation+guide_reference
equipment_description,8,<N:ｌ:5>投げるへが<N:リ:12>ベル1になります,던지기 레벨 1,13,project_translation+guide_reference
equipment_description,9,攻撃力が<N:ｃ:12>0<N:X:20>上昇します,공격력 50% 상승,16,project_translation+guide_reference
equipment_description,10,<N:ｌ:5>暗闇へを回避します,암흑 방지,9,project_translation+guide_reference
equipment_description,11,攻撃が<N:非:1>常に当たりやすくなります,명중률 상승,11,project_translation+guide_reference
equipment_description,12,<N:ｌ:5>投げるへが<N:ｌ:5>ぶん投げるへになります,던지기가 강력 투척으로 변화,27,project_translation+guide_reference
equipment_description,13,攻撃が特定の敵に強くなります,특정 적에게 추가 피해,21,project_translation+guide_reference
equipment_description,14,攻撃が必す当たるようになります,공격이 반드시 명중,18,project_translation+guide_reference
equipment_description,15,<N:リ:12>ベルアッ<N:フ:11>時に<N:Π:10><N:Ｐ:10>の伸びが大きくなります,레벨업 시 최대 체력 증가량 상승,31,project_translation+guide_reference
equipment_description,16,魔力が30<N:X:20>上昇します （<N:ニ:13>ーゲン）,고겐 마력 30% 상승,19,project_translation+guide_reference
equipment_description,17,攻撃が当たりやすくなります,명중률 상승,11,project_translation+guide_reference
equipment_description,18,すばやさが10<N:X:20>上昇します,민첩 10% 상승,14,project_translation+guide_reference
equipment_description,19,すばやさが30<N:X:20>上昇します,민첩 30% 상승,14,project_translation+guide_reference
equipment_description,20,<N:ｌ:5>ジャン<N:フ:11>へが<N:リ:12>ベル1になります,점프 레벨 1,11,project_translation+guide_reference
equipment_description,21,反撃しやすくなります,반격률 상승,11,project_translation+guide_reference
equipment_description,22,<N:ｌ:5>受け取るへが<N:リ:12>ベル1になります,받기 레벨 1,11,project_translation+guide_reference
equipment_description,23,<N:ｌ:5>受け取るへが<N:ｌ:5>投げ返すへになります,받기가 되던지기로 변화,22,project_translation+guide_reference
equipment_description,24,半分の<N:∪:20><N:Ｐ:10>で能力を使用できます,능력 MP 소비 절반,19,project_translation+guide_reference
equipment_description,25,攻撃力が30<N:X:20>上昇します,공격력 30% 상승,16,project_translation+guide_reference
equipment_description,26,反撃ダメージが大きくなります（<N:｣:11>ー<N:力:5>）,이가 반격 피해 증가,19,project_translation+guide_reference
equipment_description,27,効果はわかつていません,효과 불명,9,project_translation+guide_reference
equipment_description,28,行動する度まわりの<N:午:15>ャラを回復します（ククル）,쿠쿠루 행동 시 주변 아군 회복,29,project_translation+guide_reference
equipment_description,29,敵がア<N:｣:11>テムを落としやすくなります,아이템 드롭률 상승,18,project_translation+guide_reference
equipment_description,30,敵を倒すとほ<N:げ:26>ア<N:｣:11>テムが出ます,적 처치 시 희귀 아이템 획득,27,project_translation+guide_reference
equipment_description,31,効果はわかつていません,효과 불명,9,project_translation+guide_reference
equipment_description,32,<N:ｌ:5>石化へを回避します,석화 방지,9,project_translation+guide_reference
equipment_description,33,効果はわかつていません （アーク）,아크 전용 효과 불명,19,project_translation+guide_reference
equipment_description,34,魔力が<N:ｃ:12>0<N:X:20>上昇します,마력 50% 상승,14,project_translation+guide_reference
equipment_description,35,魔力が30<N:X:20>上昇します,마력 30% 상승,14,project_translation+guide_reference
equipment_description,36,<N:ｌ:5>向き直りの笛への効果が<N:∪:20><N:∧:11><N:Ｐ:10>全体（ポニ）,포코의 방향 전환 효과가 전체화,30,project_translation+guide_reference
equipment_description,37,<N:ｌ:5><N:毒:1>へを回避します,독 방지,7,project_translation+guide_reference
equipment_description,38,防御力が<N:ｃ:12>0<N:X:20>上昇します,방어력 50% 상승,16,project_translation+guide_reference
equipment_description,39,防御力が30<N:X:20>上昇します,방어력 30% 상승,16,project_translation+guide_reference
equipment_description,40,防御しやすくなります,방어율 상승,11,project_translation+guide_reference
equipment_description,41,攻撃力が<N:７:11>0<N:X:20>上昇します（<N:ニ:13>ーゲン）,고겐 공격력 70% 상승,21,project_translation+guide_reference
equipment_description,42,<N:ｌ:5>心<N:眼:3>法への<N:乾:16>囲が広くなります（<N:｣:11>ー<N:力:5>）,이가 심안법 범위 확장,21,project_translation+guide_reference
equipment_description,43,召喚<N:午:15>ャラの経験値が自分に入ります（チョン<N:力:5>ラ）,촌가라가 소환수 경험치 획득,27,project_translation+guide_reference
equipment_description,44,<N:ｌ:5>沈黙へを回避します,침묵 방지,9,project_translation+guide_reference
equipment_description,45,攻撃を避けやすくなります,회피율 상승,11,project_translation+guide_reference
equipment_description,46,攻撃力が10<N:X:20>上昇します,공격력 10% 상승,16,project_translation+guide_reference
equipment_description,47,<N:与:3>えるダメージの当たりはすれが大きくなります,피해 편차 증가,14,project_translation+guide_reference
equipment_description,48,復活魔法で<N:Π:10><N:Ｐ:10>最大で復活します（ククル）,쿠쿠루 부활 시 최대 체력 회복,29,project_translation+guide_reference
equipment_description,49,当たりはすれが大きくなります,피해 편차 증가,14,project_translation+guide_reference
equipment_description,50,防御力が10<N:X:20>上昇します,방어력 10% 상승,16,project_translation+guide_reference
equipment_description,51,効果はわかつていません,효과 불명,9,project_translation+guide_reference
equipment_description,52,効果はわかつていません,효과 불명,9,project_translation+guide_reference
equipment_description,53,効果はわかつていません,효과 불명,9,project_translation+guide_reference
equipment_description,54,効果はわかつていません,효과 불명,9,project_translation+guide_reference
equipment_description,55,行動するたびに<N:Π:10><N:Ｐ:10>が回復します,매 행동 체력 회복,17,project_translation+guide_reference
equipment_description,56,攻撃が<N:非:1>常に当たりやすくなります（トッシュ）,토슈 공격 명중률 상승,21,project_translation+guide_reference
equipment_description,57,全ステータスしょう害を回避します,모든 상태 이상 방지,19,project_translation+guide_reference
equipment_description,58,魔力が30<N:X:20>上昇します （ポニ）,포코 마력 30% 상승,19,project_translation+guide_reference
equipment_description,59,<N:ｌ:5>マ<N:ヒ:5>へを回避します,마비 방지,9,project_translation+guide_reference
equipment_description,60,桜花雷爆斬でマ<N:ヒ:5>させることができます（トッシュ）,토슈 앵화뇌폭참에 마비 부여,27,project_translation+guide_reference
equipment_description,61,攻撃が特定の敵に強くなります,특정 적에게 추가 피해,21,project_translation+guide_reference
equipment_description,62,行動するごとに<N:∪:20><N:Ｐ:10>が回復します（アーク）,아크 매 행동 MP 회복,22,project_translation+guide_reference
equipment_description,63,？？？？？,?????,10,project_translation+guide_reference
consumable_name,0,ねばねば,끈끈이,6,project_translation+guide_reference
consumable_name,1,やる気<N:г:23>リー,의욕 젤리,9,project_translation+guide_reference
consumable_name,2,みなぎる果実,넘치는 열매,11,project_translation+guide_reference
consumable_name,3,回復果物,회복 열매,9,project_translation+guide_reference
consumable_name,4,しびれるりんご,마비 사과,9,project_translation+guide_reference
consumable_name,5,石,돌,2,project_translation+guide_reference
consumable_name,6,<N:リ:12>ニの草,레코의 풀,9,project_translation+guide_reference
consumable_name,7,薬草,약초,4,project_translation+guide_reference
consumable_name,8,<N:毒:1>薬,독초,4,project_translation+guide_reference
consumable_name,9,ルウの薬,루우의 약,9,project_translation+guide_reference
consumable_name,10,すばやさの薬,민첩의 약,9,project_translation+guide_reference
consumable_name,11,小さい爆弾,작은 폭탄,9,project_translation+guide_reference
consumable_name,12,大きい爆弾,큰 폭탄,7,project_translation+guide_reference
consumable_name,13,万能薬,만능약,6,project_translation+guide_reference
consumable_name,14,聖水,성수,4,project_translation+guide_reference
consumable_name,15,復活の薬,부활약,6,project_translation+guide_reference
consumable_name,16,攻撃瓶,공격 항아리,11,project_translation+guide_reference
consumable_name,17,<N:眠:5>り玉,수면 구슬,9,project_translation+guide_reference
consumable_name,18,弱りの玉,약화 구슬,9,project_translation+guide_reference
consumable_name,19,ちからの実,힘의 열매,9,project_translation+guide_reference
consumable_name,20,パロの実,파로의 열매,11,project_translation+guide_reference
consumable_name,21,いのちの木の実,생명의 열매,11,project_translation+guide_reference
consumable_name,22,魔力の葉,마력의 잎,9,project_translation+guide_reference
consumable_name,23,魔力の泉,마력의 샘,9,project_translation+guide_reference
consumable_name,24,目つぶしの草,눈가림 풀,9,project_translation+guide_reference
consumable_name,25,苦い葉,쓴 잎,5,project_translation+guide_reference
consumable_name,26,石解け<N:ハ:12>リ,석화 해제침,11,project_translation+guide_reference
consumable_name,27,痛烈な<N:ハ:12>リ,침묵 해제침,11,project_translation+guide_reference
consumable_name,28,召喚のつ<N:げ:26>,소환 항아리,11,project_translation+guide_reference
consumable_name,29,？？？？？,?????,10,project_translation+guide_reference
consumable_name,30,？？？？？,?????,10,project_translation+guide_reference
consumable_name,31,？？？？？,?????,10,project_translation+guide_reference
consumable_description,0,一時的にすばやさを下げます,민첩 일시 감소,14,project_translation+guide_reference
consumable_description,1,<N:ｌ:5>へモジーへを元に戻します,헤모지 회복,11,project_translation+guide_reference
consumable_description,2,<N:リ:12>ベルアッ<N:フ:11>します,레벨 1 상승,11,project_translation+guide_reference
consumable_description,3,<N:Π:10><N:Ｐ:10>が<N:ｃ:9>0ポ<N:｣:11>ント回復します,체력 60 회복,12,project_translation+guide_reference
consumable_description,4,しびれて動けなくなります,마비 부여,9,project_translation+guide_reference
consumable_description,5,ぶつけてダメージを<N:与:3>えます,던져서 피해,11,project_translation+guide_reference
consumable_description,6,防御力が上がります,방어력 상승,11,project_translation+guide_reference
consumable_description,7,<N:Π:10><N:Ｐ:10>が20ポ<N:｣:11>ント回復します,체력 20 회복,12,project_translation+guide_reference
consumable_description,8,<N:毒:1>を<N:振:2>りまきます,독 부여,7,project_translation+guide_reference
consumable_description,9,しびれを取りのぞきます,마비 회복,9,project_translation+guide_reference
consumable_description,10,一時的にすばやさを上げます,민첩 일시 상승,14,project_translation+guide_reference
consumable_description,11,爆発します,폭발 피해,9,project_translation+guide_reference
consumable_description,12,爆発します,큰 폭발 피해,12,project_translation+guide_reference
consumable_description,13,ほとんどのステータス傷害を回復します,대부분의 상태 이상 회복,23,project_translation+guide_reference
consumable_description,14,<N:毒:1>を取りのぞきます,독 회복,7,project_translation+guide_reference
consumable_description,15,戦闘不能<N:午:15>ャラクタを復活させます,쓰러진 대상 부활,16,project_translation+guide_reference
consumable_description,16,一時的に攻撃力を上げます,공격력 일시 상승,16,project_translation+guide_reference
consumable_description,17,<N:眠:5>らせます,수면 부여,9,project_translation+guide_reference
consumable_description,18,一時的に攻撃力・防御力を下げます,공격 방어 일시 감소,19,project_translation+guide_reference
consumable_description,19,攻撃力が上がります,공격력 상승,11,project_translation+guide_reference
consumable_description,20,すばやさが上がります,민첩 상승,9,project_translation+guide_reference
consumable_description,21,<N:Π:10><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります,최대 체력 2 상승,16,project_translation+guide_reference
consumable_description,22,魔力が上がります,마력 상승,9,project_translation+guide_reference
consumable_description,23,<N:∪:20><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります,최대 마력 2 상승,16,project_translation+guide_reference
consumable_description,24,<N:振:2>りまくと、目が見えなくなります,명중률 감소,11,project_translation+guide_reference
consumable_description,25,一時的に防御力を上げます,방어력 일시 상승,16,project_translation+guide_reference
consumable_description,26,石化から元に戻ります,석화 회복,9,project_translation+guide_reference
consumable_description,27,封じられた魔法が使えるようになります,침묵 회복,9,project_translation+guide_reference
consumable_description,28,チョン<N:力:5>ラがモンスターを召喚するのに使います,촌가라의 몬스터 소환,20,project_translation+guide_reference
consumable_description,29,？？？？？,?????,10,project_translation+guide_reference
consumable_description,30,？？？？？,?????,10,project_translation+guide_reference
consumable_description,31,？？？？？,?????,10,project_translation+guide_reference
skill_name,0,,,0,project_translation+guide_reference
skill_name,1,バーン<N:ク:12>ラウント,번 그라운드,11,project_translation+guide_reference
skill_name,2,トータル<N:ヒ:5>ーリン<N:ク:12>,토탈 힐링,9,project_translation+guide_reference
skill_name,3,ゲ<N:｣:11>ルフラッシュ,게일 플래시,11,project_translation+guide_reference
skill_name,4,スロウエ<N:ネ:13>ミー,슬로우 에너미,13,project_translation+guide_reference
skill_name,5,メテオフ<N:｣:13>ール,메테오 폴,9,project_translation+guide_reference
skill_name,6,<N:午:15>ュア,큐어,4,project_translation+guide_reference
skill_name,7,デポ<N:｣:11><N:ス:15>ン,디포이즌,8,project_translation+guide_reference
skill_name,8,サ<N:｣:11><N:リ:12>ント,사일런트,8,project_translation+guide_reference
skill_name,9,リフ<N:リ:12>ッシュ,리프레시,8,project_translation+guide_reference
skill_name,10,天のさばき,천벌,4,project_translation+guide_reference
skill_name,11,リ<N:ザ:8><N:リ:12>クション,리저렉션,8,project_translation+guide_reference
skill_name,12,デ<N:ｲ:6>バ<N:｣:11>ト,디바이드,8,project_translation+guide_reference
skill_name,13,桜花雷爆斬,앵화뇌폭참,10,project_translation+guide_reference
skill_name,14,呪縛剣,주박검,6,project_translation+guide_reference
skill_name,15,<N:真:2><N:空:2>斬,진공참,6,project_translation+guide_reference
skill_name,16,<N:虎:5><N:影:1>斬,호영참,6,project_translation+guide_reference
skill_name,17,戦の小太鼓,전투의 북,9,project_translation+guide_reference
skill_name,18,荒獅子太鼓,황사자 북,9,project_translation+guide_reference
skill_name,19,気合いラッパ,기합 나팔,9,project_translation+guide_reference
skill_name,20,へろへろラッパ,탈진 나팔,9,project_translation+guide_reference
skill_name,21,いやしのたてごと,치유의 하프,11,project_translation+guide_reference
skill_name,22,のろまのベース,둔화 베이스,11,project_translation+guide_reference
skill_name,23,い<N:駄:2>天のオカリナ,위타천 오카리나,15,project_translation+guide_reference
skill_name,24,向き直りの笛,방향전환 피리,13,project_translation+guide_reference
skill_name,25,エクス<N:フ:11>ロージョン,익스플로전,10,project_translation+guide_reference
skill_name,26,トリーム<N:メ:6>ック,드림 노크,9,project_translation+guide_reference
skill_name,27,ダ<N:｣:11>ヤモントダスト,다이아몬드 더스트,17,project_translation+guide_reference
skill_name,28,ウ<N:｣:11>ントスラッシャー,윈드 슬래셔,11,project_translation+guide_reference
skill_name,29,<N:ヒ:5>ートウ<N:｣:13>ール,히트 월,7,project_translation+guide_reference
skill_name,30,サンダーストーム,썬더 스톰,9,project_translation+guide_reference
skill_name,31,テ<N:リ:12>ポート,텔레포트,8,project_translation+guide_reference
skill_name,32,心<N:眼:3>法,심안법,6,project_translation+guide_reference
skill_name,33,<N:退:3>魔光弾,퇴마광탄,8,project_translation+guide_reference
skill_name,34,旋風撃蹴,선풍격축,8,project_translation+guide_reference
skill_name,35,流星爆,유성폭,6,project_translation+guide_reference
skill_name,36,鬼神流<N:影:1><N:波:1>,귀신류영파,10,project_translation+guide_reference
skill_name,37,滅掌烈破,멸장열파,8,project_translation+guide_reference
skill_name,38,<N:ゲ:16>ラック,케락,4,project_translation+guide_reference
skill_name,39,モフリー,모프리,6,project_translation+guide_reference
skill_name,40,フウジン,후우진,6,project_translation+guide_reference
skill_name,41,ラ<N:｣:11>ジン,라이진,6,project_translation+guide_reference
skill_name,42,へモジー,헤모지,6,project_translation+guide_reference
skill_name,43,オトン,오톤,4,project_translation+guide_reference
skill_name,44,調ベる,조사,4,project_translation+guide_reference
skill_name,45,ちょこ,초코,4,project_translation+guide_reference
skill_name,46,回復,회복,4,project_translation+guide_reference
skill_name,47,<N:ｴ:24>か造り,다리 만들기,11,project_translation+guide_reference
skill_name,48,風雷破,풍뢰파,6,project_translation+guide_reference
skill_name,49,風雷破,풍뢰파,6,project_translation+guide_reference
skill_name,50,乗り移り,빙의,4,project_translation+guide_reference
skill_name,51,バク<N:リ:12>ツ手裏剣,폭렬 수리검,11,project_translation+guide_reference
skill_name,52,自爆,자폭,4,project_translation+guide_reference
skill_name,53,ジ<N:ニ:13>クへの階段,지옥으로 가는 계단,18,project_translation+guide_reference
skill_name,54,4方向,사방 공격,9,project_translation+guide_reference
skill_name,55,炎雷崩,염뢰붕,6,project_translation+guide_reference
skill_name,56,ダスト・ルー<N:｣:11>ン,더스트 룬,9,project_translation+guide_reference
skill_name,57,ヨミのつばさ,요미의 날개,11,project_translation+guide_reference
skill_name,58,やる気なし,의욕 없음,9,project_translation+guide_reference
skill_description,0,,,0,project_translation+guide_reference
skill_description,1,ようがんを発生させ敵にダメージを<N:与:3>えます,용암으로 적에게 피해,20,project_translation+guide_reference
skill_description,2,ステ<N:｣:11>タス傷害と体力を回復します,상태 이상과 체력 회복,21,project_translation+guide_reference
skill_description,3,いくうかんからの攻撃で敵にダメージを<N:与:3>えます,이공간 공격으로 피해,20,project_translation+guide_reference
skill_description,4,敵の素早さを下げます,적 민첩 감소,12,project_translation+guide_reference
skill_description,5,いんせきが落下しまわりの敵にダメージを<N:与:3>えます,운석으로 주변 적 피해,21,project_translation+guide_reference
skill_description,6,体力を回復します,체력 회복,9,project_translation+guide_reference
skill_description,7,<N:毒:1>を消しさります,독 해제,7,project_translation+guide_reference
skill_description,8,敵の魔法を封じ込めます,적의 마법 봉인,14,project_translation+guide_reference
skill_description,9,ステ<N:｣:11>タス傷害を回復します,상태 이상 회복,14,project_translation+guide_reference
skill_description,10,天使が画面外に飛んでいき<N:リ:12>ー<N:ザ:8>ーで攻撃します,천사의 광선 공격,16,project_translation+guide_reference
skill_description,11,戦闘不能になつた味方を呼び戻せます,쓰러진 아군 부활,16,project_translation+guide_reference
skill_description,12,敵の体力をすいとり味方に分け<N:与:3>えます,적 체력을 흡수해 아군 회복,26,project_translation+guide_reference
skill_description,13,敵一体に必殺の剣で斬りつけます,적 하나에 필살검,16,project_translation+guide_reference
skill_description,14,敵をマ<N:ヒ:5>させます,적에게 마비 부여,16,project_translation+guide_reference
skill_description,15,2ます先の敵を斬りつけます,두 칸 앞의 적 공격,18,project_translation+guide_reference
skill_description,16,敵に向かつて走り込んで斬りつけます,돌진하며 적 공격,16,project_translation+guide_reference
skill_description,17,味方の攻撃力を上げます,아군 공격력 상승,16,project_translation+guide_reference
skill_description,18,<N:波:1>動<N:リ:12>ー<N:ザ:8>ー弾を撃ちます,파동 광선 발사,14,project_translation+guide_reference
skill_description,19,<N:遠:1>くの敵を気合で攻撃します,먼 적을 기합으로 공격,21,project_translation+guide_reference
skill_description,20,一度にたくさんの爆弾を撃ちます,폭탄을 연속 발사,16,project_translation+guide_reference
skill_description,21,味方の体力を回復します,아군 체력 회복,14,project_translation+guide_reference
skill_description,22,敵のすばやさを下げます,적 민첩 감소,12,project_translation+guide_reference
skill_description,23,味方のすばやさを上げます,아군 민첩 상승,14,project_translation+guide_reference
skill_description,24,全員がポニと同じ方向に向きを変えます,전원이 포니 방향으로 전환,25,project_translation+guide_reference
skill_description,25,すごい炎で敵をつつみこみダメージを<N:与:3>えます,거대한 불꽃으로 피해,20,project_translation+guide_reference
skill_description,26,敵を<N:眠:5>らせます,적에게 수면 부여,16,project_translation+guide_reference
skill_description,27,すごいふぶきを起こして敵にダメージを<N:与:3>えます,눈보라로 적에게 피해,20,project_translation+guide_reference
skill_description,28,すごい風を起こして敵にダメージを<N:与:3>えます,강풍으로 적에게 피해,20,project_translation+guide_reference
skill_description,29,炎のかたまりを作りだします,불꽃 장벽 생성,14,project_translation+guide_reference
skill_description,30,すごい雷を落として敵にダメージを<N:与:3>えます,번개로 적에게 피해,18,project_translation+guide_reference
skill_description,31,まわりの味方を連れてテ<N:リ:12>ポートします,주변 아군과 순간이동,20,project_translation+guide_reference
skill_description,32,敵<N:午:15>ャラクタをロックします,적 하나 고정,12,project_translation+guide_reference
skill_description,33,心<N:眼:3>法でロックした敵に対して光弾を撃ち込みます,고정한 적에게 광탄 발사,23,project_translation+guide_reference
skill_description,34,自分のまわりにいる敵<N:午:15>ャラクタを攻撃します,주변 적 공격,12,project_translation+guide_reference
skill_description,35,たつまきで敵をすいあげて地上にたたき落とします,회오리로 띄워 내리찍음,22,project_translation+guide_reference
skill_description,36,自分の残像を敵に向かつてぶつけます,잔상을 날려 공격,16,project_translation+guide_reference
skill_description,37,自分よりある程度弱い敵を消し去ります,약한 적을 소멸,14,project_translation+guide_reference
skill_description,38,<N:ｌ:5><N:ゲ:16>ラックへを召喚します,케락 소환,9,project_translation+guide_reference
skill_description,39,<N:ｌ:5>モフリーへを召喚します,모프리 소환,11,project_translation+guide_reference
skill_description,40,<N:ｌ:5>フウジンへを召喚します,후우진 소환,11,project_translation+guide_reference
skill_description,41,<N:ｌ:5>ラ<N:｣:11>ジンへを召喚します,라이진 소환,11,project_translation+guide_reference
skill_description,42,<N:ｌ:5>へモジーへを召喚します,헤모지 소환,11,project_translation+guide_reference
skill_description,43,<N:ｌ:5>オトンへを召喚します,오톤 소환,9,project_translation+guide_reference
skill_description,44,モンスターを調ベます,몬스터 정보 조사,16,project_translation+guide_reference
skill_description,45,<N:ｌ:5>ちょこへを召喚します,초코 소환,9,project_translation+guide_reference
skill_description,46,味方を回復します,아군 회복,9,project_translation+guide_reference
skill_description,47,行けないところに<N:ｴ:24>かを造ります,갈 수 없는 곳에 다리 생성,25,project_translation+guide_reference
skill_description,48,ラ<N:｣:11>ジンとの合体魔法,라이진과 합체 마법,18,project_translation+guide_reference
skill_description,49,フウジンとの合体魔法,후우진과 합체 마법,18,project_translation+guide_reference
skill_description,50,敵に乗り移れます,적에게 빙의,11,project_translation+guide_reference
skill_description,51,まわりに手裏剣をばらまきます,주변에 수리검 난사,18,project_translation+guide_reference
skill_description,52,自爆します,자폭 공격,9,project_translation+guide_reference
skill_description,53,かまフーメランで敵を攻撃します,낫 부메랑으로 공격,18,project_translation+guide_reference
skill_description,54,まわりの敵にダメージを<N:与:3>えます,주변 적에게 피해,16,project_translation+guide_reference
skill_description,55,まわりの敵にダメージを<N:与:3>えます,주변 적에게 피해,16,project_translation+guide_reference
skill_description,56,直せん上の敵をなぎはらいます,직선상의 적 공격,16,project_translation+guide_reference
