id,status,severity,finding,evidence,next_action
ui_pointer:78228,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=데이터를 저장하고 있습니다; source glyph=original_ui_02.png ID ui_pointer:78228; original bytes=81 31 62 2F DD 60 31 C9 1E 21 1B 27 2B; V375 pointer=0x8019B804,실제 화면/동작 검증은 별도
ui_pointer:7822C,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=데이터를 불러오고 있습니다; source glyph=original_ui_02.png ID ui_pointer:7822C; original bytes=81 31 62 2F A2 31 95 1E 21 1B 27 2B; V375 pointer=0x8019B7F4,실제 화면/동작 검증은 별도
region_name:0,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=스메리아 공항; source glyph=original_ui_28.png ID region_name:0; original bytes=47 78 6B 42 DD 18 DD 4A; V375 pointer=0x8019ABD4,실제 화면/동작 검증은 별도
region_name:1,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=토우빌; source glyph=original_ui_28.png ID region_name:1; original bytes=5C 71 DD 39 DD 03 53; V375 pointer=0x8019AFA0,실제 화면/동작 검증은 별도
region_name:2,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=팔렌시아 성; source glyph=original_ui_28.png ID region_name:2; original bytes=A3 6F 34 60 42 DD 17; V375 pointer=0x8019C176,실제 화면/동작 검증은 별도
region_name:3,CONFIRMED_DEFECT,MEDIUM,オルニス(오르니스)를 오르카스로 오독.,current=오르카스 언덕; source glyph=original_ui_28.png ID region_name:3; original bytes=8F 53 DD 56 47 1C DE F2; V375 pointer=0x8019D128,번역 승인 후 동일 원문 표시 경로를 함께 교정; 실제 표시/호출 확인
region_name:4,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=봉인의 폭포; source glyph=original_ui_28.png ID region_name:4; original bytes=DD 0F DD 44 1C DE 31; V375 pointer=0x8019C1BC,실제 화면/동작 검증은 별도
region_name:5,CONFIRMED_DEFECT,MEDIUM,コルボ(코르보)를 니르로 오독.,current=니르 평원; source glyph=original_ui_28.png ID region_name:5; original bytes=D1 53 DD A1 DE BE DE EB; V375 pointer=0x8019BE78,번역 승인 후 동일 원문 표시 경로를 함께 교정; 실제 표시/호출 확인
region_name:6,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=카라간 평야; source glyph=original_ui_28.png ID region_name:6; original bytes=BC 57 DD 02 34 DE BE DD E7; V375 pointer=0x8019C11C,실제 화면/동작 검증은 별도
region_name:7,CONFIRMED_DEFECT,MEDIUM,クイナ(쿠이나)의 イ 누락: 쿠나.,current=쿠나 언덕; source glyph=original_ui_28.png ID region_name:7; original bytes=4E 65 7C 1C DE F2; V375 pointer=0x8019BD95,번역 승인 후 동일 원문 표시 경로를 함께 교정; 실제 표시/호출 확인
region_name:8,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=미르마나 공항; source glyph=original_ui_28.png ID region_name:8; original bytes=DD 3A 53 64 31 7C DD 18 DD 4A; V375 pointer=0x8019B182,실제 화면/동작 검증은 별도
region_name:9,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=수도 군본부; source glyph=original_ui_28.png ID region_name:9; original bytes=DE DD DE 98 1C BA 92 DD 25; V375 pointer=0x8019BD05,실제 화면/동작 검증은 별도
region_name:10,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=토요케 숲; source glyph=original_ui_28.png ID region_name:10; original bytes=5C DD 14 31 DD 6D 1C DD 10; V375 pointer=0x8019BD3D,실제 화면/동작 검증은 별도
region_name:11,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=루와지 숲; source glyph=original_ui_28.png ID region_name:11; original bytes=53 DD A0 7F 1C DD 10; V375 pointer=0x8019BDAD,실제 화면/동작 검증은 별도
region_name:12,CONFIRMED_DEFECT,MEDIUM,ニカラス(니카라스)를 카카라스로 오독.,current=카카라스 숲; source glyph=original_ui_29.png ID region_name:12; original bytes=DD 56 BC 57 47 1C DD 10; V375 pointer=0x8019C126,번역 승인 후 동일 원문 표시 경로를 함께 교정; 실제 표시/호출 확인
region_name:13,CONFIRMED_DEFECT,MEDIUM,沼(늪)를 늘로 오자.,current=센바라 늘; source glyph=original_ui_29.png ID region_name:13; original bytes=DD 60 34 AF 57 1C DF 34; V375 pointer=0x8019BBF9,번역 승인 후 동일 원문 표시 경로를 함께 교정; 실제 표시/호출 확인
region_name:14,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=그레이시누 공항; source glyph=original_ui_29.png ID region_name:14; original bytes=80 6F 65 60 31 DD C7 DD 18 DD 4A; V375 pointer=0x8019C79D,실제 화면/동작 검증은 별도
region_name:15,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=라마다사; source glyph=original_ui_29.png ID region_name:15; original bytes=57 64 67 DD 9E; V375 pointer=0x8019AFAF,실제 화면/동작 검증은 별도
region_name:16,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=라마다산; source glyph=original_ui_29.png ID region_name:16; original bytes=57 64 67 9B; V375 pointer=0x8019AEFC,실제 화면/동작 검증은 별도
region_name:17,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=아라라토스 공항; source glyph=original_ui_29.png ID region_name:17; original bytes=42 57 57 5C 47 DD 18 DD 4A; V375 pointer=0x8019AB92,실제 화면/동작 검증은 별도
region_name:18,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=촌가라의 가게; source glyph=original_ui_29.png ID region_name:18; original bytes=6C 69 34 DD 02 57 1C DE 5F; V375 pointer=0x8019BD7D,실제 화면/동작 검증은 별도
region_name:19,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=유적 던전; source glyph=original_ui_29.png ID region_name:19; original bytes=DD 8F DD 9D 67 34 7F 69 34; V375 pointer=0x8019BD55,실제 화면/동작 검증은 별도
region_name:20,CONFIRMED_DEFECT,MEDIUM,アゼンダ(아젠다)의 ン 누락: 아제다.,current=아제다 고지; source glyph=original_ui_29.png ID region_name:20; original bytes=42 DD F8 34 67 DD DD 90; V375 pointer=0x8019BE94,번역 승인 후 동일 원문 표시 경로를 함께 교정; 실제 표시/호출 확인
region_name:21,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=아리바샤 공항; source glyph=original_ui_29.png ID region_name:21; original bytes=42 6B AF 31 60 D6 DD 18 DD 4A; V375 pointer=0x8019C8EE,실제 화면/동작 검증은 별도
region_name:22,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=사류족 마을; source glyph=original_ui_29.png ID region_name:22; original bytes=77 6B AB DD 9C 1C DD 0B; V375 pointer=0x8019C2B6,실제 화면/동작 검증은 별도
region_name:23,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=물의 신전; source glyph=original_ui_29.png ID region_name:23; original bytes=B8 1C DD 2F DD 84; V375 pointer=0x8019AED8,실제 화면/동작 검증은 별도
region_name:24,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=리덴 유적; source glyph=original_ui_29.png ID region_name:24; original bytes=6F 65 81 34 DD 8F DD 9D; V375 pointer=0x8019BC6D,실제 화면/동작 검증은 별도
region_name:25,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=사라 사막; source glyph=original_ui_29.png ID region_name:25; original bytes=77 57 DE 3D DE 2D; V375 pointer=0x8019BEE1,실제 화면/동작 검증은 별도
region_name:26,CONFIRMED_DEFECT,MEDIUM,イシュマ(이슈마)를 라슈마로 오독.,current=라슈마 암장; source glyph=original_ui_29.png ID region_name:26; original bytes=65 60 AB 64 1C 1B 43 89; V375 pointer=0x8019BAAC,번역 승인 후 동일 원문 표시 경로를 함께 교정; 실제 표시/호출 확인
region_name:27,CONFIRMED_DEFECT,MEDIUM,ニーデル(니델)을 카델로 오독.,current=카델 공항; source glyph=original_ui_29.png ID region_name:27; original bytes=DD 56 31 81 53 DD 18 DD 4A; V375 pointer=0x8019C130,번역 승인 후 동일 원문 표시 경로를 함께 교정; 실제 표시/호출 확인
region_name:28,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=투기장; source glyph=original_ui_30.png ID region_name:28; original bytes=93 DD 4C 89; V375 pointer=0x8019AFE1,실제 화면/동작 검증은 별도
region_name:29,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=클라프섬; source glyph=original_ui_30.png ID region_name:29; original bytes=4E 57 A6 DE 05; V375 pointer=0x8019BE15,실제 화면/동작 검증은 별도
ui_pointer:81EE8,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=스메리아; source glyph=original_ui_30.png ID ui_pointer:81EE8; original bytes=47 78 6B 42; V375 pointer=0x8019AEA2,실제 화면/동작 검증은 별도
ui_pointer:81EEC,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=미르마나; source glyph=original_ui_30.png ID ui_pointer:81EEC; original bytes=DD 3A 53 64 31 7C; V375 pointer=0x8019C8D5,실제 화면/동작 검증은 별도
ui_pointer:81EF0,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=그레이시누; source glyph=original_ui_30.png ID ui_pointer:81EF0; original bytes=80 6F 65 60 31 DD C7; V375 pointer=0x8019BC3D,실제 화면/동작 검증은 별도
ui_pointer:81EF4,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=아라라토스; source glyph=original_ui_30.png ID ui_pointer:81EF4; original bytes=42 57 57 5C 47; V375 pointer=0x8019AE90,실제 화면/동작 검증은 별도
ui_pointer:81EF8,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=아리바샤; source glyph=original_ui_30.png ID ui_pointer:81EF8; original bytes=42 6B AF 31 60 D6; V375 pointer=0x8019BE86,실제 화면/동작 검증은 별도
ui_pointer:81EFC,CONFIRMED_DEFECT,MEDIUM,ニーデル(니델)을 카델로 오독.,current=카델; source glyph=original_ui_30.png ID ui_pointer:81EFC; original bytes=DD 56 31 81 53; V375 pointer=0x8019AFDC,번역 승인 후 동일 원문 표시 경로를 함께 교정; 실제 표시/호출 확인
ui_pointer:81F00,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=지크라프섬; source glyph=original_ui_30.png ID ui_pointer:81F00; original bytes=7F 31 4E 57 A6 DE 05; V375 pointer=0x8019BC1D,실제 화면/동작 검증은 별도
location_name:0,EMPTY_PLACEHOLDER,NONE,원본과 현행 모두 빈 location_name:0 placeholder.,current=; source glyph=original_ui_30.png ID location_name:0; original bytes=; V375 pointer=0x8019B0AD,실제 화면/동작 검증은 별도
location_name:1,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=산정의 사당; source glyph=original_ui_30.png ID location_name:1; original bytes=9B DD EA 1C DE A5; V375 pointer=0x8019BB18,실제 화면/동작 검증은 별도
location_name:2,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=아크의 집; source glyph=original_ui_30.png ID location_name:2; original bytes=42 31 4E 1C DD 5E; V375 pointer=0x8019BE8D,실제 화면/동작 검증은 별도
location_name:3,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=정령의 산; source glyph=original_ui_30.png ID location_name:3; original bytes=4D 4F 1C 9B; V375 pointer=0x8019BED3,실제 화면/동작 검증은 별도
location_name:4,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=마을 입구; source glyph=original_ui_30.png ID location_name:4; original bytes=DD 0B 1C DD FF; V375 pointer=0x8019AEC0,실제 화면/동작 검증은 별도
location_name:5,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=정령의 산; source glyph=original_ui_30.png ID location_name:5; original bytes=4D 4F 1C 9B; V375 pointer=0x8019BED3,실제 화면/동작 검증은 별도
location_name:6,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=팔렌시아 성; source glyph=original_ui_30.png ID location_name:6; original bytes=A3 6F 34 60 42 DD 17; V375 pointer=0x8019C176,실제 화면/동작 검증은 별도
location_name:7,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=알현실; source glyph=original_ui_31.png ID location_name:7; original bytes=DF 54 A0 1C 88; V375 pointer=0x8019ADFF,실제 화면/동작 검증은 별도
location_name:8,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=스메리아 공항; source glyph=original_ui_31.png ID location_name:8; original bytes=47 78 6B 42 DD 18 DD 4A; V375 pointer=0x8019ABD4,실제 화면/동작 검증은 별도
location_name:9,ACCEPTABLE_ABBREVIATION,LOW,팔렌시아를 내려다보는 언덕을 팔렌시아 전망대로 의역.,current=팔렌시아 전망대; source glyph=original_ui_31.png ID location_name:9; original bytes=A3 6F 34 60 42 2F A0 3B 55 2B DE F2; V375 pointer=0x8019AB08,실제 화면/동작 검증은 별도
location_name:10,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=대신의 방; source glyph=original_ui_31.png ID location_name:10; original bytes=50 8B 1C DD 25 DE 1C; V375 pointer=0x8019BEE8,실제 화면/동작 검증은 별도
location_name:11,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=미르마나 공항; source glyph=original_ui_31.png ID location_name:11; original bytes=DD 3A 53 64 31 7C DD 18 DD 4A; V375 pointer=0x8019B182,실제 화면/동작 검증은 별도
location_name:12,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=미르마나 군본부; source glyph=original_ui_31.png ID location_name:12; original bytes=DD 3A 53 64 31 7C BA 92 DD 25; V375 pointer=0x8019C21F,실제 화면/동작 검증은 별도
location_name:13,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=장군의 방; source glyph=original_ui_31.png ID location_name:13; original bytes=DD 89 BA 1C DD 25 DE 1C; V375 pointer=0x8019ADC0,실제 화면/동작 검증은 별도
location_name:14,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=토요케 숲; source glyph=original_ui_31.png ID location_name:14; original bytes=5C DD 14 31 DD 6D 1C DD 10; V375 pointer=0x8019BD3D,실제 화면/동작 검증은 별도
location_name:15,ACCEPTABLE_ABBREVIATION,LOW,팔렌시아 성 지하창고의 성 생략.,current=팔렌시아 지하창고; source glyph=original_ui_31.png ID location_name:15; original bytes=A3 6F 34 60 42 DD 17 90 70 DE 32 DE 3F; V375 pointer=0x8019C860,실제 화면/동작 검증은 별도
location_name:16,ACCEPTABLE_ABBREVIATION,LOW,팔렌시아 성 지하감옥의 성 생략.,current=팔렌시아 지하감옥; source glyph=original_ui_31.png ID location_name:16; original bytes=A3 6F 34 60 42 DD 17 90 70 DE 21; V375 pointer=0x8019C74A,실제 화면/동작 검증은 별도
location_name:17,CONFIRMED_DEFECT,MEDIUM,オルニス(오르니스)를 오르카스로 오독. region_name:3과 같은 원문/현행 쌍.,current=오르카스 언덕; source glyph=original_ui_31.png ID location_name:17; original bytes=8F 53 DD 56 47 1C DE F2; V375 pointer=0x8019D128,번역 승인 후 동일 원문 표시 경로를 함께 교정; 실제 표시/호출 확인
location_name:18,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=환계; source glyph=original_ui_31.png ID location_name:18; original bytes=DD F2 DD 12; V375 pointer=0x8019AFEB,실제 화면/동작 검증은 별도
location_name:19,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=아라라토스 공항; source glyph=original_ui_31.png ID location_name:19; original bytes=42 57 57 5C 47 DD 18 DD 4A; V375 pointer=0x8019AB92,실제 화면/동작 검증은 별도
location_name:20,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=촌가라의 가게; source glyph=original_ui_31.png ID location_name:20; original bytes=6C 69 34 DD 02 57 1C DE 5F; V375 pointer=0x8019BD7D,실제 화면/동작 검증은 별도
location_name:21,CONFIRMED_DEFECT,MEDIUM,アゼンダ(아젠다)의 ン 누락: 아제다.,current=아제다 고지 동굴; source glyph=original_ui_31.png ID location_name:21; original bytes=42 DD F8 34 67 DD DD 90 DF 1A DF 48; V375 pointer=0x8019C8FA,번역 승인 후 동일 원문 표시 경로를 함께 교정; 실제 표시/호출 확인
location_name:22,CONFIRMED_DEFECT,MEDIUM,アゼンダ(아젠다)의 ン 누락: 아제다.,current=아제다 고지 외부; source glyph=original_ui_31.png ID location_name:22; original bytes=42 DD F8 34 67 DD DD 90 DD 6B; V375 pointer=0x8019AB7C,번역 승인 후 동일 원문 표시 경로를 함께 교정; 실제 표시/호출 확인
location_name:23,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=유적 던전; source glyph=original_ui_32.png ID location_name:23; original bytes=DD 8F DD 9D 67 34 7F 69 34; V375 pointer=0x8019BD55,실제 화면/동작 검증은 별도
location_name:24,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=그레이시누 공항; source glyph=original_ui_32.png ID location_name:24; original bytes=80 6F 65 60 31 DD C7 DD 18 DD 4A; V375 pointer=0x8019C79D,실제 화면/동작 검증은 별도
location_name:25,PASS_SEMANTIC,NONE,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=라마다사 도장; source glyph=original_ui_32.png ID location_name:25; original bytes=57 64 67 DD 9E DD 52 89; V375 pointer=0x8019BD5D,실제 화면/동작 검증은 별도
