id,status,severity,finding,evidence,next_action
equipment_name:10,PASS_SEMANTIC,none,Sunglasses: meaning preserved.,Original COMM glyph sheet original_ui_02.png row29; pointer0x804CC; original raw=77 34 80 57 47; actual current=선글라스,No semantic change indicated; runtime/display validation remains separate.
equipment_name:11,ACCEPTABLE_ABBREVIATION,none,Scroll of how to hit: accuracy-scroll abbreviation preserves meaning.,Original COMM glyph sheet original_ui_02.png row30; pointer0x804D0; original raw=DD 42 21 C4 1C DE F7 DE F6; actual current=명중의 두루마리,No semantic change indicated; runtime/display validation remains separate.
equipment_name:12,ACCEPTABLE_ABBREVIATION,none,Hurling scroll: throwing-scroll abbreviation supported by its explicit enhanced-throw description.,Original COMM glyph sheet original_ui_02.png row31; pointer0x804D4; original raw=CA 2D DE 04 9C 1C DE F7 DE F6; actual current=투척의 두루마리,No semantic change indicated; runtime/display validation remains separate.
equipment_name:13,PASS_SEMANTIC,none,God's fist: meaning preserved.,Original COMM glyph sheet original_ui_02.png row32; pointer0x804D8; original raw=DD 2F 1C 2E CA 1E; actual current=신의 주먹,No semantic change indicated; runtime/display validation remains separate.
equipment_name:14,CONFIRMED_DEFECT,low,"Source Violet Racer (ree-saa) has unvoiced SA, but current Korean says Laser (reijeo).",Original COMM glyph sheet original_ui_03.png row33; pointer0x804DC; original raw=AF 65 8F 6F 82 5C 6F 31 77 31; actual current=바이올렛 레이저,Review source-faithful correction proposal; user approval before canonical edits.
equipment_name:15,PASS_SEMANTIC,none,Necklace: meaning preserved.,Original COMM glyph sheet original_ui_03.png row34; pointer0x804E0; original raw=DD C6 82 4E 6F 47; actual current=목걸이,No semantic change indicated; runtime/display validation remains separate.
equipment_name:16,PASS_SEMANTIC,none,Juzu: correctly translated as prayer beads.,Original COMM glyph sheet original_ui_03.png row35; pointer0x804E4; original raw=4A DE 20 8C; actual current=염주,No semantic change indicated; runtime/display validation remains separate.
equipment_name:17,PASS_SEMANTIC,none,Elder's headband: meaning preserved.,Original COMM glyph sheet original_ui_03.png row36; pointer0x804E8; original raw=D4 A8 1C 28 4B 27 44; actual current=장로의 머리띠,No semantic change indicated; runtime/display validation remains separate.
equipment_name:18,PASS_SEMANTIC,none,Gale bandana: meaning preserved.,Original COMM glyph sheet original_ui_03.png row37; pointer0x804EC; original raw=1E 29 DE B5 26 1C AF 34 67 7C; actual current=질풍의 반다나,No semantic change indicated; runtime/display validation remains separate.
equipment_name:19,PASS_SEMANTIC,none,Hyper boots: transliteration preserved.,Original COMM glyph sheet original_ui_03.png row38; pointer0x804F0; original raw=DD A2 65 A3 31 C9 31 DF 01; actual current=하이퍼 부츠,No semantic change indicated; runtime/display validation remains separate.
equipment_name:20,PASS_SEMANTIC,none,Makeshift shoes: meaning preserved.,Original COMM glyph sheet original_ui_03.png row39; pointer0x804F4; original raw=27 23 3F 43 59 1C 3E 45; actual current=임시 신발,No semantic change indicated; runtime/display validation remains separate.
equipment_name:21,ACCEPTABLE_ABBREVIATION,none,Bracelet: suffix1 added to distinguish the two same-name source items with different effects.,Original COMM glyph sheet original_ui_03.png row40; pointer0x804F8; original raw=C9 6F 47 6F 82 5C; actual current=팔찌 1,No semantic change indicated; runtime/display validation remains separate.
equipment_name:22,ACCEPTABLE_ABBREVIATION,none,Bracelet: suffix2 added to distinguish the two same-name source items with different effects.,Original COMM glyph sheet original_ui_03.png row41; pointer0x804FC; original raw=C9 6F 47 6F 82 5C; actual current=팔찌 2,No semantic change indicated; runtime/display validation remains separate.
equipment_name:23,PASS_SEMANTIC,none,Technique bracelet: meaning preserved.,Original COMM glyph sheet original_ui_03.png row42; pointer0x80500; original raw=DD 4C 1C C9 6F 47 6F 82 5C; actual current=기술의 팔찌,No semantic change indicated; runtime/display validation remains separate.
equipment_name:24,PASS_SEMANTIC,none,Goddess's prayer: meaning preserved.,Original COMM glyph sheet original_ui_03.png row43; pointer0x80504; original raw=DE 6B DD 2F 1C 1B 1C 39; actual current=여신의 기도,No semantic change indicated; runtime/display validation remains separate.
equipment_name:25,PASS_SEMANTIC,none,Power wrist: transliteration preserved.,Original COMM glyph sheet original_ui_03.png row44; pointer0x80508; original raw=A3 DD A0 31 6B 47 5C; actual current=파워 리스트,No semantic change indicated; runtime/display validation remains separate.
equipment_name:26,CONFIRMED_DEFECT,low,Source Diiru fang is transliterated as Deil; the source vowel sequence is different.,Original COMM glyph sheet original_ui_03.png row45; pointer0x8050C; original raw=81 DD 03 31 53 1C DE B0; actual current=데일의 이빨,Review source-faithful correction proposal; user approval before canonical edits.
equipment_name:27,PASS_SEMANTIC,none,Phantom beast fang: meaning preserved.,Original COMM glyph sheet original_ui_03.png row46; pointer0x80510; original raw=DD F2 DE 6E 1C DE B0; actual current=환수의 이빨,No semantic change indicated; runtime/display validation remains separate.
equipment_name:28,PASS_SEMANTIC,none,Sea-breeze melody: meaning preserved.,Original COMM glyph sheet original_ui_03.png row47; pointer0x80514; original raw=1E 3B 20 A7 1C DD 86 DD 35; actual current=바닷바람의 선율,No semantic change indicated; runtime/display validation remains separate.
equipment_name:29,PASS_SEMANTIC,none,Seashell: meaning preserved.,Original COMM glyph sheet original_ui_03.png row48; pointer0x80518; original raw=DF 50 2A 33; actual current=조개껍데기,No semantic change indicated; runtime/display validation remains separate.
equipment_name:30,PASS_SEMANTIC,none,Unicorn horn: meaning preserved.,Original COMM glyph sheet original_ui_04.png row49; pointer0x8051C; original raw=8E DE 7C DE 6E 1C DE 7C; actual current=유니콘의 뿔,No semantic change indicated; runtime/display validation remains separate.
equipment_name:31,PASS_SEMANTIC,none,Tragic spectacles: meaning preserved.,Original COMM glyph sheet original_ui_04.png row50; pointer0x80520; original raw=DD BA DE 15 1C 51 2A 4C; actual current=비극의 안경,No semantic change indicated; runtime/display validation remains separate.
equipment_name:32,PASS_SEMANTIC,none,Mirror: meaning preserved.,Original COMM glyph sheet original_ui_04.png row51; pointer0x80524; original raw=DD AE; actual current=거울,No semantic change indicated; runtime/display validation remains separate.
equipment_name:33,PASS_SEMANTIC,none,Ancient ring: meaning preserved.,Original COMM glyph sheet original_ui_04.png row52; pointer0x80528; original raw=DD 69 DD A8 1C DD 04 99 43; actual current=고대의 반지,No semantic change indicated; runtime/display validation remains separate.
equipment_name:34,PASS_SEMANTIC,none,Phantom ring: meaning preserved.,Original COMM glyph sheet original_ui_04.png row53; pointer0x8052C; original raw=DD F2 1C DD 04 99 43; actual current=환상의 반지,No semantic change indicated; runtime/display validation remains separate.
equipment_name:35,PASS_SEMANTIC,none,Magic ring: meaning preserved.,Original COMM glyph sheet original_ui_04.png row54; pointer0x80530; original raw=DD 1B DE 03 1C DD 04 99 43; actual current=마도의 반지,No semantic change indicated; runtime/display validation remains separate.
equipment_name:36,PASS_SEMANTIC,none,Toy ring: meaning preserved.,Original COMM glyph sheet original_ui_04.png row55; pointer0x80534; original raw=3B 38 4B 48 1C DD 04 99 43; actual current=장난감 반지,No semantic change indicated; runtime/display validation remains separate.
equipment_name:37,PASS_SEMANTIC,none,Poison-ward ring: meaning preserved.,Original COMM glyph sheet original_ui_04.png row56; pointer0x80538; original raw=DD CF 3D 49 1C DD 04 99 43; actual current=독막이 반지,No semantic change indicated; runtime/display validation remains separate.
equipment_name:38,PASS_SEMANTIC,none,Phantom shield: meaning preserved.,Original COMM glyph sheet original_ui_04.png row57; pointer0x8053C; original raw=DD F2 1C DE DB; actual current=환상의 방패,No semantic change indicated; runtime/display validation remains separate.
equipment_name:39,PASS_SEMANTIC,none,Warrior's protection: meaning preserved.,Original COMM glyph sheet original_ui_04.png row58; pointer0x80540; original raw=63 68 1C DD 1E 39; actual current=전사의 수호,No semantic change indicated; runtime/display validation remains separate.
equipment_name:40,PASS_SEMANTIC,none,Elder's shield: meaning preserved.,Original COMM glyph sheet original_ui_04.png row59; pointer0x80544; original raw=D4 A8 1C DE DB; actual current=장로의 방패,No semantic change indicated; runtime/display validation remains separate.
equipment_name:41,PASS_SEMANTIC,none,Powerful staff: meaning preserved.,Original COMM glyph sheet original_ui_04.png row60; pointer0x80548; original raw=DD 19 61 1D DF 32; actual current=강력한 지팡이,No semantic change indicated; runtime/display validation remains separate.
equipment_name:42,CONFIRMED_DEFECT,low,"Source jigoku no SCOPE is rendered as hell's SNOOP, a glyph misreading.",Original COMM glyph sheet original_ui_04.png row61; pointer0x8054C; original raw=4A 79 3E 1C 47 D1 31 DD 55; actual current=지옥의 스누프,Review source-faithful correction proposal; user approval before canonical edits.
equipment_name:43,PASS_SEMANTIC,none,King's statue: meaning preserved.,Original COMM glyph sheet original_ui_04.png row62; pointer0x80550; original raw=5D CB 1C DE 64; actual current=왕의 상,No semantic change indicated; runtime/display validation remains separate.
equipment_name:44,PASS_SEMANTIC,none,Hawk statue: meaning preserved.,Original COMM glyph sheet original_ui_04.png row63; pointer0x80554; original raw=1F 20 1C DE 64; actual current=매의 상,No semantic change indicated; runtime/display validation remains separate.
equipment_name:45,PASS_SEMANTIC,none,Imitation statue: meaning preserved.,Original COMM glyph sheet original_ui_04.png row64; pointer0x80558; original raw=27 2A 1B 1C DE 64; actual current=모조상,No semantic change indicated; runtime/display validation remains separate.
equipment_name:46,PASS_SEMANTIC,none,Dagger: meaning preserved.,Original COMM glyph sheet original_ui_05.png row65; pointer0x8055C; original raw=1F 2D DD 8D; actual current=단검,No semantic change indicated; runtime/display validation remains separate.
equipment_name:47,PASS_SEMANTIC,none,Phantom sword: meaning preserved.,Original COMM glyph sheet original_ui_05.png row66; pointer0x80560; original raw=DD F2 1C DD 8D; actual current=환상의 검,No semantic change indicated; runtime/display validation remains separate.
equipment_name:48,CONFIRMED_DEFECT,low,"Source Reira hair ornament is rendered as Rira, changing the proper name.",Original COMM glyph sheet original_ui_05.png row67; pointer0x80564; original raw=6F 65 57 1C 20 6D 20 DD 3D 39; actual current=리라의 머리장식,Review source-faithful correction proposal; user approval before canonical edits.
equipment_name:49,PASS_SEMANTIC,none,Turbulent jewel: the imagery is preserved.,Original COMM glyph sheet original_ui_05.png row68; pointer0x80568; original raw=DE 54 32 22 DD C9 94; actual current=요동치는 보석,No semantic change indicated; runtime/display validation remains separate.
equipment_name:50,PASS_SEMANTIC,none,Armor stone: transliteration preserved.,Original COMM glyph sheet original_ui_05.png row69; pointer0x8056C; original raw=42 31 64 31 47 5C 31 34; actual current=아머 스톤,No semantic change indicated; runtime/display validation remains separate.
equipment_name:51,PASS_SEMANTIC,none,Romancing stone: transliteration preserved.,Original COMM glyph sheet original_ui_05.png row70; pointer0x80570; original raw=A2 64 34 60 34 80 47 5C 31 34; actual current=로맨싱 스톤,No semantic change indicated; runtime/display validation remains separate.
equipment_name:52,PASS_SEMANTIC,none,Romancing stone: source genuinely repeats the same name.,Original COMM glyph sheet original_ui_05.png row71; pointer0x80574; original raw=A2 64 34 60 34 80 47 5C 31 34; actual current=로맨싱 스톤,No semantic change indicated; runtime/display validation remains separate.
equipment_name:53,PASS_SEMANTIC,none,Romancing stone: source genuinely repeats the same name.,Original COMM glyph sheet original_ui_05.png row72; pointer0x80578; original raw=A2 64 34 60 34 80 47 5C 31 34; actual current=로맨싱 스톤,No semantic change indicated; runtime/display validation remains separate.
equipment_name:54,PASS_SEMANTIC,none,Romancing stone: source genuinely repeats the same name.,Original COMM glyph sheet original_ui_05.png row73; pointer0x8057C; original raw=A2 64 34 60 34 80 47 5C 31 34; actual current=로맨싱 스톤,No semantic change indicated; runtime/display validation remains separate.
equipment_name:55,CONFIRMED_DEFECT,medium,"Source Sun HAT (boushi) becomes Sun MIRROR, changing the object type.",Original COMM glyph sheet original_ui_05.png row74; pointer0x80580; original raw=DD A9 DF 07 1C D2 26 1E; actual current=태양의 거울,Review source-faithful correction proposal; user approval before canonical edits.
equipment_name:56,PASS_SEMANTIC,none,Pressed-flower book: meaning preserved.,Original COMM glyph sheet original_ui_05.png row75; pointer0x80584; original raw=3B 1E DE 1B 1C 92; actual current=압화 책,No semantic change indicated; runtime/display validation remains separate.
equipment_name:57,CONFIRMED_DEFECT,low,"Source Kuravisu book becomes Klaus book, changing the proper name.",Original COMM glyph sheet original_ui_05.png row76; pointer0x80588; original raw=4E 57 DD 39 DD 03 47 1C 92; actual current=클라우스의 책,Review source-faithful correction proposal; user approval before canonical edits.
equipment_name:58,PASS_SEMANTIC,none,Music collection: meaning preserved.,Original COMM glyph sheet original_ui_05.png row77; pointer0x8058C; original raw=DE F9 DD DF DD 5A; actual current=음악집,No semantic change indicated; runtime/display validation remains separate.
equipment_name:59,PASS_SEMANTIC,none,Lark crest: transliteration preserved.,Original COMM glyph sheet original_ui_05.png row78; pointer0x80590; original raw=57 31 4E 1C DE 56 DE 34; actual current=라크의 문장,No semantic change indicated; runtime/display validation remains separate.
equipment_name:60,PASS_SEMANTIC,none,Yukari crest: source sound retained; whether Yukari is a personal name is not assumed.,Original COMM glyph sheet original_ui_05.png row79; pointer0x80594; original raw=DD 04 20 39 1C DE 56 DE 34; actual current=유카리의 문장,No semantic change indicated; runtime/display validation remains separate.
equipment_name:61,CONFIRMED_DEFECT,low,"Source Furei crest becomes Pony crest, changing the proper name.",Original COMM glyph sheet original_ui_05.png row80; pointer0x80598; original raw=A6 6F 65 1C DE 56 DE 34; actual current=포니의 문장,Review source-faithful correction proposal; user approval before canonical edits.
equipment_name:62,PASS_SEMANTIC,none,Hero's proof: meaning preserved.,Original COMM glyph sheet original_ui_06.png row81; pointer0x8059C; original raw=DD 47 7E 1C DE 0C; actual current=용자의 증표,No semantic change indicated; runtime/display validation remains separate.
equipment_name:63,PASS_SEMANTIC,none,Five question marks in both source and current; not an empty/untranslated slot.,Original COMM glyph sheet original_ui_06.png row82; pointer0x805A0; original raw=3C 3C 3C 3C 3C; actual current=?????,No semantic change indicated; runtime/display validation remains separate.
equipment_description:0,ACCEPTABLE_ABBREVIATION,none,Resistance to flame attacks retained.,Original COMM glyph sheet original_ui_06.png row83; pointer0x80A94; original raw=BF DE ED 1C D0 B1 23 DD 19 3E 1D 39 27 2B; actual current=불 계열 공격에 강함,No semantic change indicated; runtime/display validation remains separate.
equipment_description:1,ACCEPTABLE_ABBREVIATION,none,Resistance to water attacks retained.,Original COMM glyph sheet original_ui_06.png row84; pointer0x80A98; original raw=B8 DE ED 1C D0 B1 23 DD 19 3E 1D 39 27 2B; actual current=물 계열 공격에 강함,No semantic change indicated; runtime/display validation remains separate.
equipment_description:2,ACCEPTABLE_ABBREVIATION,none,Prevents Hemoji status retained.,Original COMM glyph sheet original_ui_06.png row85; pointer0x80A9C; original raw=5B DD 3B 5F 7F 31 5A 2F 9E DD 96 1E 27 2B; actual current=헤모지 방지,No semantic change indicated; runtime/display validation remains separate.
equipment_description:3,ACCEPTABLE_ABBREVIATION,none,Increases own HP recovery amount retained.,Original COMM glyph sheet original_ui_06.png row86; pointer0x80AA0; original raw=A4 B2 1C DD FA DD 90 1C 9E DD 2C DD 46 2A 50 44 3E 1D 39 27 2B; actual current=자신의 체력 회복량 증가,No semantic change indicated; runtime/display validation remains separate.
equipment_description:4,ACCEPTABLE_ABBREVIATION,none,Doubles battle experience retained.,Original COMM glyph sheet original_ui_06.png row87; pointer0x80AA4; original raw=63 93 30 86 22 DD DE DE 75 DD D2 2A 13 DF 17 23 1D 39 27 2B; actual current=획득 경험치 2배,No semantic change indicated; runtime/display validation remains separate.
equipment_description:5,ACCEPTABLE_ABBREVIATION,none,Magic power +10% retained.,Original COMM glyph sheet original_ui_06.png row88; pointer0x80AA8; original raw=DD 1B 61 2A 12 11 06 B9 DD 59 1E 27 2B; actual current=마력 10% 상승,No semantic change indicated; runtime/display validation remains separate.
equipment_description:6,ACCEPTABLE_ABBREVIATION,none,Prevents sleep retained.,Original COMM glyph sheet original_ui_06.png row89; pointer0x80AAC; original raw=5B DD B9 39 5A 2F 9E DD 96 1E 27 2B; actual current=수면 방지,No semantic change indicated; runtime/display validation remains separate.
equipment_description:7,ACCEPTABLE_ABBREVIATION,none,Chongara defense +30% retained.,Original COMM glyph sheet original_ui_06.png row90; pointer0x80AB0; original raw=DD A6 DD AD 61 2A 14 11 06 B9 DD 59 1E 27 2B 09 6C 69 34 DD 02 57 0A; actual current=촌가라의 방어력|30% 상승,No semantic change indicated; runtime/display validation remains separate.
equipment_description:8,ACCEPTABLE_ABBREVIATION,none,Throw becomes level1 retained.,Original COMM glyph sheet original_ui_06.png row91; pointer0x80AB4; original raw=5B DE 04 9C 22 5A 2A 6F DD B4 53 12 23 1D 39 27 2B; actual current=던지기 레벨 1,No semantic change indicated; runtime/display validation remains separate.
equipment_description:9,ACCEPTABLE_ABBREVIATION,none,Attack +50% retained.,Original COMM glyph sheet original_ui_06.png row92; pointer0x80AB8; original raw=D0 B1 61 2A 16 11 06 B9 DD 59 1E 27 2B; actual current=공격력 50% 상승,No semantic change indicated; runtime/display validation remains separate.
equipment_description:10,ACCEPTABLE_ABBREVIATION,none,Prevents darkness retained.,Original COMM glyph sheet original_ui_06.png row93; pointer0x80ABC; original raw=5B DE B3 DE B2 5A 2F 9E DD 96 1E 27 2B; actual current=암흑 방지,No semantic change indicated; runtime/display validation remains separate.
equipment_description:11,ACCEPTABLE_ABBREVIATION,none,Attacks become very accurate retained.,Original COMM glyph sheet original_ui_06.png row94; pointer0x80AC0; original raw=D0 B1 2A DE 5A DE 68 23 DD 42 1F 39 40 2B 3E 1D 39 27 2B; actual current=공격이 매우 잘 명중함,No semantic change indicated; runtime/display validation remains separate.
equipment_description:12,ACCEPTABLE_ABBREVIATION,none,Throw changes to strong hurl retained.,Original COMM glyph sheet original_ui_06.png row95; pointer0x80AC4; original raw=5B DE 04 9C 22 5A 2A 5B CA 2D DE 04 9C 22 5A 23 1D 39 27 2B; actual current=던지기가 강력 투척으로 변화,No semantic change indicated; runtime/display validation remains separate.
equipment_description:13,ACCEPTABLE_ABBREVIATION,none,Attacks stronger against specific enemies retained as additional damage.,Original COMM glyph sheet original_ui_06.png row96; pointer0x80AC8; original raw=D0 B1 2A DE 96 DD 97 1C BD 23 DD 19 3E 1D 39 27 2B; actual current=특정 적에게 추가 피해,No semantic change indicated; runtime/display validation remains separate.
equipment_description:14,ACCEPTABLE_ABBREVIATION,none,Attacks always hit retained.,Original COMM glyph sheet original_ui_07.png row97; pointer0x80ACC; original raw=D0 B1 2A DD CC 8C DD 42 1F 22 3D 26 23 1D 39 27 2B; actual current=공격이 반드시 명중,No semantic change indicated; runtime/display validation remains separate.
equipment_description:15,ACCEPTABLE_ABBREVIATION,none,Increased maximum HP growth on level-up retained.,Original COMM glyph sheet original_ui_07.png row98; pointer0x80AD0; original raw=6F DD B4 53 42 82 DD 55 CF 23 DD FA DD 90 1C DF 31 99 2A 50 44 3E 1D 39 27 2B; actual current=레벨업 시 최대 체력 증가량 상승,No semantic change indicated; runtime/display validation remains separate.
equipment_description:16,ACCEPTABLE_ABBREVIATION,none,Gogen magic +30% retained; separate character-display swap does not invalidate this source owner.,Original COMM glyph sheet original_ui_07.png row99; pointer0x80AD4; original raw=DD 1B 61 2A 14 11 06 B9 DD 59 1E 27 2B 01 09 DD 3C 31 DD 4D 34 0A; actual current=고겐 마력 30% 상승,No semantic change indicated; runtime/display validation remains separate.
equipment_description:17,ACCEPTABLE_ABBREVIATION,none,Improved hit chance retained.,Original COMM glyph sheet original_ui_07.png row100; pointer0x80AD8; original raw=D0 B1 2A DD 42 1F 39 40 2B 3E 1D 39 27 2B; actual current=공격이 잘 명중함,No semantic change indicated; runtime/display validation remains separate.
equipment_description:18,ACCEPTABLE_ABBREVIATION,none,Agility +10% retained.,Original COMM glyph sheet original_ui_07.png row101; pointer0x80ADC; original raw=2B 58 40 3A 2A 12 11 06 B9 DD 59 1E 27 2B; actual current=민첩 10% 상승,No semantic change indicated; runtime/display validation remains separate.
equipment_description:19,ACCEPTABLE_ABBREVIATION,none,Agility +30% retained.,Original COMM glyph sheet original_ui_07.png row102; pointer0x80AE0; original raw=2B 58 40 3A 2A 14 11 06 B9 DD 59 1E 27 2B; actual current=민첩 30% 상승,No semantic change indicated; runtime/display validation remains separate.
equipment_description:20,ACCEPTABLE_ABBREVIATION,none,Jump becomes level1 retained.,Original COMM glyph sheet original_ui_07.png row103; pointer0x80AE4; original raw=5B 7F D6 34 DD 55 5A 2A 6F DD B4 53 12 23 1D 39 27 2B; actual current=점프 레벨 1,No semantic change indicated; runtime/display validation remains separate.
equipment_description:21,ACCEPTABLE_ABBREVIATION,none,Higher counterattack chance retained.,Original COMM glyph sheet original_ui_07.png row104; pointer0x80AE8; original raw=DE 02 B1 1E 40 2B 3E 1D 39 27 2B; actual current=반격률 상승,No semantic change indicated; runtime/display validation remains separate.
equipment_description:22,ACCEPTABLE_ABBREVIATION,none,Catch becomes level1 retained.,Original COMM glyph sheet original_ui_07.png row105; pointer0x80AEC; original raw=5B DD 68 49 DD 29 22 5A 2A 6F DD B4 53 12 23 1D 39 27 2B; actual current=받기 레벨 1,No semantic change indicated; runtime/display validation remains separate.
equipment_description:23,ACCEPTABLE_ABBREVIATION,none,Catch changes to throw-back retained.,Original COMM glyph sheet original_ui_07.png row106; pointer0x80AF0; original raw=5B DD 68 49 DD 29 22 5A 2A 5B DE 04 9C DE 57 2B 5A 23 1D 39 27 2B; actual current=받기가 되던지기로 변화,No semantic change indicated; runtime/display validation remains separate.
equipment_description:24,ACCEPTABLE_ABBREVIATION,none,Special ability MP consumption halved retained.,Original COMM glyph sheet original_ui_07.png row107; pointer0x80AF4; original raw=DF 16 B2 1C DE 4F DD 90 30 DD 80 61 2F DD 33 DD 3E 30 44 27 2B; actual current=특수 능력의 MP 소비량|절반으로 감소,No semantic change indicated; runtime/display validation remains separate.
equipment_description:25,ACCEPTABLE_ABBREVIATION,none,Attack +30% retained.,Original COMM glyph sheet original_ui_07.png row108; pointer0x80AF8; original raw=D0 B1 61 2A 14 11 06 B9 DD 59 1E 27 2B; actual current=공격력 30% 상승,No semantic change indicated; runtime/display validation remains separate.
equipment_description:26,ACCEPTABLE_ABBREVIATION,none,Iga counterattack damage increases retained.,Original COMM glyph sheet original_ui_07.png row109; pointer0x80AFC; original raw=DE 02 B1 67 78 31 7F 2A 50 44 3E 1D 39 27 2B 09 65 31 DD 02 0A; actual current=이가 반격 피해 증가,No semantic change indicated; runtime/display validation remains separate.
equipment_description:27,ACCEPTABLE_ABBREVIATION,none,Effect unknown in original too; not an omitted translation.,Original COMM glyph sheet original_ui_07.png row110; pointer0x80B00; original raw=DD C1 DD 1F 28 43 20 29 21 1B 27 59 2D; actual current=효과 불명,No semantic change indicated; runtime/display validation remains separate.
equipment_description:28,ACCEPTABLE_ABBREVIATION,none,Kukuru heals surrounding characters each action retained.,Original COMM glyph sheet original_ui_07.png row111; pointer0x80B04; original raw=74 DC 2B 22 DD 20 27 43 39 1C DD 4E D6 57 2F 9E DD 2C 1E 27 2B 09 4E 4E 53 0A; actual current=쿠쿠루가 행동할 때마다|주변 인물 회복,No semantic change indicated; runtime/display validation remains separate.
equipment_description:29,ACCEPTABLE_ABBREVIATION,none,Enemies become more likely to drop items retained.,Original COMM glyph sheet original_ui_07.png row112; pointer0x80B08; original raw=BD 2A 42 65 DB D8 2F DD A4 36 1E 40 2B 3E 1D 39 27 2B; actual current=아이템 드롭률 상승,No semantic change indicated; runtime/display validation remains separate.
equipment_description:30,CONFIRMED_DEFECT,medium,"Source says enemies ALMOST ALWAYS drop an item when defeated; current says RARE ITEM acquisition, changing probability into rarity.",Original COMM glyph sheet original_ui_08.png row113; pointer0x80B0C; original raw=BD 2F DD 83 2B 36 DD 05 D2 42 65 DB D8 2A 56 27 2B; actual current=적 처치 시 희귀 아이템 획득,Review source-faithful correction proposal; user approval before canonical edits.
equipment_description:31,ACCEPTABLE_ABBREVIATION,none,Effect unknown in original too.,Original COMM glyph sheet original_ui_08.png row114; pointer0x80B10; original raw=DD C1 DD 1F 28 43 20 29 21 1B 27 59 2D; actual current=효과 불명,No semantic change indicated; runtime/display validation remains separate.
equipment_description:32,ACCEPTABLE_ABBREVIATION,none,Prevents petrification retained.,Original COMM glyph sheet original_ui_08.png row115; pointer0x80B14; original raw=5B 94 DD 7C 5A 2F 9E DD 96 1E 27 2B; actual current=석화 방지,No semantic change indicated; runtime/display validation remains separate.
equipment_description:33,ACCEPTABLE_ABBREVIATION,none,Effect unknown with Arc owner retained.,Original COMM glyph sheet original_ui_08.png row116; pointer0x80B18; original raw=DD C1 DD 1F 28 43 20 29 21 1B 27 59 2D 01 09 42 31 4E 0A; actual current=아크 전용 효과 불명,No semantic change indicated; runtime/display validation remains separate.
equipment_description:34,ACCEPTABLE_ABBREVIATION,none,Magic +50% retained.,Original COMM glyph sheet original_ui_08.png row117; pointer0x80B1C; original raw=DD 1B 61 2A 16 11 06 B9 DD 59 1E 27 2B; actual current=마력 50% 상승,No semantic change indicated; runtime/display validation remains separate.
equipment_description:35,ACCEPTABLE_ABBREVIATION,none,Magic +30% retained.,Original COMM glyph sheet original_ui_08.png row118; pointer0x80B20; original raw=DD 1B 61 2A 14 11 06 B9 DD 59 1E 27 2B; actual current=마력 30% 상승,No semantic change indicated; runtime/display validation remains separate.
