category,id,status,severity,finding,evidence
EXE_UI,skill_description:32,CONFIRMED_DEFECT,MEDIUM,Original locks every eligible enemy in a radius-2 target area; current one-enemy restriction is false. Original target collector and marking loop both iterate all matching actors.,original_ui_19.png inventory row 302; pointer 0x81788; V375 decoded current='적 하나 고정'; original area80170028..80170270; collector80128004; Iga callback8012EBA8 marking8012EBE4..8012EC04; skill_integrity_followup.json two-target CPU PASS
EXE_UI,skill_description:33,CONFIRMED_DEFECT,MEDIUM,Original explicitly shoots light at enemies locked by MIND-EYE TECHNIQUE; current omits named prerequisite skill,original_ui_19.png inventory row 303; pointer 0x8178C; V375 decoded current='고정한 적에게 광탄 발사'
EXE_UI,skill_description:37,CONFIRMED_DEFECT,MEDIUM,Original removes enemies A CERTAIN AMOUNT WEAKER THAN SELF; current weak enemies omits relative-strength condition,original_ui_20.png inventory row 307; pointer 0x8179C; V375 decoded current='약한 적을 소멸'
EXE_UI,skill_description:43,CONFIRMED_DEFECT,LOW,Original summons Odon; current Oton repeats voiced DO misread from name43/character85,original_ui_20.png inventory row 313; pointer 0x817B4; V375 decoded current='오톤 소환'
EXE_UI,skill_description:47,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original creates FLOOR in inaccessible places; current bridge claims narrower structure. Confirm original placement effect,original_ui_20.png inventory row 317; pointer 0x817C4; V375 decoded current='갈 수 없는 곳에 다리 생성'
EXE_UI,character_name:4,CONFIRMED_DEFECT,HIGH,Original Gogen ID4 currently Iga: identities exchanged,original_ui_21.png inventory row 333; pointer 0x81B5C; V375 decoded current='이가'
EXE_UI,character_name:5,CONFIRMED_DEFECT,HIGH,Original Iga ID5 currently Gogen: identities exchanged,original_ui_21.png inventory row 334; pointer 0x81B60; V375 decoded current='고겐'
EXE_UI,character_name:15,CONFIRMED_DEFECT,MEDIUM,Original NINJA rendered Ganja: species name misread,original_ui_22.png inventory row 344; pointer 0x81B88; V375 decoded current='간자'
EXE_UI,character_name:35,CONFIRMED_DEFECT,MEDIUM,Original SUPER SHINOBI rendered SUPER ZOMBIE: different monster identity,original_ui_23.png inventory row 364; pointer 0x81BD8; V375 decoded current='슈퍼 좀비'
EXE_UI,character_name:62,CONFIRMED_DEFECT,MEDIUM,Original STUN GOLEM rendered STONE GOLEM: modifier changed,original_ui_25.png inventory row 391; pointer 0x81C44; V375 decoded current='스톤 골렘'
EXE_UI,character_name:72,CONFIRMED_DEFECT,MEDIUM,Original KO ABIS rendered NI ABIS: KO misread as NI,original_ui_26.png inventory row 401; pointer 0x81C6C; V375 decoded current='니 아비스'
EXE_UI,character_name:85,CONFIRMED_DEFECT,LOW,Original ODON rendered OTON: voiced DO misread; also name43/description43,original_ui_26.png inventory row 414; pointer 0x81CA0; V375 decoded current='오톤'
EXE_UI,character_name:104,CONFIRMED_DEFECT,HIGH,Original DARK GOGEN rendered DARK IGA: ID4/5 swap propagated to dark counterpart104,original_ui_28.png inventory row 433; pointer 0x81CEC; V375 decoded current='다크 이가'
EXE_UI,character_name:105,CONFIRMED_DEFECT,HIGH,Original DARK IGA rendered DARK GOGEN: ID4/5 swap propagated to dark counterpart105,original_ui_28.png inventory row 434; pointer 0x81CF0; V375 decoded current='다크 고겐'
EXE_UI,ui_pointer:781B8,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Direct original caller8012C7CC passes to8012D734 after selector drawing8012D220; load-only menu reachability still not fully traced.,Original MIPS disassembly; extra_system_probe.py contexts and configuration80160810..80160928
EXE_UI,region_name:3,CONFIRMED_DEFECT,MEDIUM,オルニス(오르니스)를 오르카스로 오독.,current=오르카스 언덕; source glyph=original_ui_28.png ID region_name:3; original bytes=8F 53 DD 56 47 1C DE F2; V375 pointer=0x8019D128
EXE_UI,region_name:5,CONFIRMED_DEFECT,MEDIUM,コルボ(코르보)를 니르로 오독.,current=니르 평원; source glyph=original_ui_28.png ID region_name:5; original bytes=D1 53 DD A1 DE BE DE EB; V375 pointer=0x8019BE78
EXE_UI,region_name:7,CONFIRMED_DEFECT,MEDIUM,クイナ(쿠이나)의 イ 누락: 쿠나.,current=쿠나 언덕; source glyph=original_ui_28.png ID region_name:7; original bytes=4E 65 7C 1C DE F2; V375 pointer=0x8019BD95
EXE_UI,region_name:12,CONFIRMED_DEFECT,MEDIUM,ニカラス(니카라스)를 카카라스로 오독.,current=카카라스 숲; source glyph=original_ui_29.png ID region_name:12; original bytes=DD 56 BC 57 47 1C DD 10; V375 pointer=0x8019C126
EXE_UI,region_name:13,CONFIRMED_DEFECT,MEDIUM,沼(늪)를 늘로 오자.,current=센바라 늘; source glyph=original_ui_29.png ID region_name:13; original bytes=DD 60 34 AF 57 1C DF 34; V375 pointer=0x8019BBF9
EXE_UI,region_name:20,CONFIRMED_DEFECT,MEDIUM,アゼンダ(아젠다)의 ン 누락: 아제다.,current=아제다 고지; source glyph=original_ui_29.png ID region_name:20; original bytes=42 DD F8 34 67 DD DD 90; V375 pointer=0x8019BE94
EXE_UI,region_name:26,CONFIRMED_DEFECT,MEDIUM,イシュマ(이슈마)를 라슈마로 오독.,current=라슈마 암장; source glyph=original_ui_29.png ID region_name:26; original bytes=65 60 AB 64 1C 1B 43 89; V375 pointer=0x8019BAAC
EXE_UI,region_name:27,CONFIRMED_DEFECT,MEDIUM,ニーデル(니델)을 카델로 오독.,current=카델 공항; source glyph=original_ui_29.png ID region_name:27; original bytes=DD 56 31 81 53 DD 18 DD 4A; V375 pointer=0x8019C130
EXE_UI,ui_pointer:81EFC,CONFIRMED_DEFECT,MEDIUM,ニーデル(니델)을 카델로 오독.,current=카델; source glyph=original_ui_30.png ID ui_pointer:81EFC; original bytes=DD 56 31 81 53; V375 pointer=0x8019AFDC
EXE_UI,location_name:17,CONFIRMED_DEFECT,MEDIUM,オルニス(오르니스)를 오르카스로 오독. region_name:3과 같은 원문/현행 쌍.,current=오르카스 언덕; source glyph=original_ui_31.png ID location_name:17; original bytes=8F 53 DD 56 47 1C DE F2; V375 pointer=0x8019D128
EXE_UI,location_name:21,CONFIRMED_DEFECT,MEDIUM,アゼンダ(아젠다)의 ン 누락: 아제다.,current=아제다 고지 동굴; source glyph=original_ui_31.png ID location_name:21; original bytes=42 DD F8 34 67 DD DD 90 DF 1A DF 48; V375 pointer=0x8019C8FA
EXE_UI,location_name:22,CONFIRMED_DEFECT,MEDIUM,アゼンダ(아젠다)의 ン 누락: 아제다.,current=아제다 고지 외부; source glyph=original_ui_31.png ID location_name:22; original bytes=42 DD F8 34 67 DD DD 90 DD 6B; V375 pointer=0x8019AB7C
EXE_UI,location_name:29,CONFIRMED_DEFECT,MEDIUM,ニーデル(니델)을 카델로 오독.,current=카델 공항; source glyph=original_ui_32.png ID location_name:29; original bytes=DD 56 31 81 53 DD 18 DD 4A; V375 pointer=0x8019C130
EXE_UI,location_name:30,CONFIRMED_DEFECT,MEDIUM,コロシアム(콜로세움)을 니로시암으로 오독.,current=니로시암 대기실; source glyph=original_ui_32.png ID location_name:30; original bytes=D1 A2 60 42 D8 7D 20 46 DE DF; V375 pointer=0x8019AB66
EXE_UI,location_name:31,CONFIRMED_DEFECT,MEDIUM,コロシアム(콜로세움)을 니로시암으로 오독.,current=니로시암 무대; source glyph=original_ui_32.png ID location_name:31; original bytes=D1 A2 60 42 D8 CA 1F 1B; V375 pointer=0x8019C25C
EXE_UI,location_name:42,CONFIRMED_DEFECT,MEDIUM,コルボ(코르보)를 니르로 오독.,current=니르 평원; source glyph=original_ui_33.png ID location_name:42; original bytes=D1 53 DD A1 DE BE DE EB; V375 pointer=0x8019BE78
EXE_UI,location_name:44,CONFIRMED_DEFECT,MEDIUM,クイナ(쿠이나)의 イ 누락: 쿠나.,current=쿠나 언덕; source glyph=original_ui_33.png ID location_name:44; original bytes=4E 65 7C 1C DE F2; V375 pointer=0x8019BD95
EXE_UI,location_name:46,CONFIRMED_DEFECT,MEDIUM,ニカラス(니카라스)를 카카라스로 오독.,current=카카라스 숲; source glyph=original_ui_33.png ID location_name:46; original bytes=DD 56 BC 57 47 1C DD 10; V375 pointer=0x8019C126
EXE_UI,location_name:47,CONFIRMED_DEFECT,MEDIUM,沼(늪)를 늘로 오자.,current=센바라 늘; source glyph=original_ui_33.png ID location_name:47; original bytes=DD 60 34 AF 57 1C DF 34; V375 pointer=0x8019BBF9
EXE_UI,location_name:50,CONFIRMED_DEFECT,MEDIUM,イシュマ(이슈마)를 라슈마로 오독.,current=라슈마 암장; source glyph=original_ui_33.png ID location_name:50; original bytes=65 60 AB 64 1C 1B 43 89; V375 pointer=0x8019BAAC
EXE_UI,location_name:51,CONFIRMED_DEFECT,MEDIUM,コロシアム(콜로세움)을 니로시암으로 오독.,current=니로시암 투기장; source glyph=original_ui_33.png ID location_name:51; original bytes=D1 A2 60 42 D8 93 DD 4C 89; V375 pointer=0x8019AB71
EXE_UI,ui_pointer:82348,CONFIRMED_DEFECT,MEDIUM,원문 E707/E706 대상 변경 버튼 코드가 삭제되어 현행 대상 변경만 남음. 입력 방법 정보 누락.,current=대상 변경; source glyph=original_ui_34.png ID ui_pointer:82348; original bytes=E7 07 E7 06 30 AC DE 92 2F 20 46 33 32 27 2B; V375 pointer=0x8019AEA8
EXE_UI,ui_pointer:82354,CONFIRMED_DEFECT,MEDIUM,원문 E701로 능력 선택 안내의 방향 입력 코드 삭제.,current=스킬을 선택하세요; source glyph=original_ui_34.png ID ui_pointer:82354; original bytes=E7 01 30 DD 80 61 2F DE 0A 2D 30 70 3A 1B; V375 pointer=0x8019C7B7
EXE_UI,ui_pointer:82358,CONFIRMED_DEFECT,MEDIUM,원문 E703으로 취소한다는 안내의 취소 버튼 코드 삭제.,current=돌아갑니다; source glyph=original_ui_34.png ID ui_pointer:82358; original bytes=E7 03 30 DD 4E D6 34 DD 60 53 1E 27 2B; V375 pointer=0x8019ADC7
EXE_UI,ui_pointer:82360,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Indexed help bank: additional L/R instruction still needs all-input-state proof. No direct static pointer xref found.,Original MIPS disassembly; extra_system_probe.py contexts and configuration80160810..80160928
EXE_UI,ui_pointer:8236C,CONFIRMED_DEFECT,MEDIUM,원문 빈 장소를 E701로 선택 안내의 방향 입력 코드 삭제.,current=비어 있는 곳을 선택하세요; source glyph=original_ui_34.png ID ui_pointer:8236C; original bytes=DD 18 1B 21 1B 22 89 C2 2F E7 01 30 DE 0A 2D 30 70 3A 1B; V375 pointer=0x8019B568
EXE_UI,ui_pointer:82948,CONFIRMED_DEFECT,HIGH,毒攻撃(독 공격)을 해로운 공격으로 번역하여 특정 독 상태 정보 누락.,current=해로운 공격; source glyph=original_ui_37.png ID ui_pointer:82948; original bytes=DD CF D0 B1; V375 pointer=0x8019C292
EXE_UI,ui_pointer:82950,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:51에서는 폭렬 수리검, 이 UI 별도 포인터에서는 폭발 수리검로 달라짐.",current=폭발 수리검; source glyph=original_ui_38.png ID ui_pointer:82950; original bytes=58 3E 32 45 87 DD FE DD 8D; V375 pointer=0x8019C144
EXE_UI,ui_pointer:8295C,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:25에서는 익스플로전, 이 UI 별도 포인터에서는 대폭발로 달라짐.",current=대폭발; source glyph=original_ui_38.png ID ui_pointer:8295C; original bytes=DD 23 4E 47 DD 55 A2 31 7F 69 34; V375 pointer=0x8019AEAE
EXE_UI,ui_pointer:82960,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:28에서는 윈드 슬래셔, 이 UI 별도 포인터에서는 바람 검로 달라짐.",current=바람 검; source glyph=original_ui_38.png ID ui_pointer:82960; original bytes=71 65 34 95 47 57 82 60 D6 31; V375 pointer=0x8019BD8D
EXE_UI,ui_pointer:82964,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:30에서는 썬더 스톰, 이 UI 별도 포인터에서는 전기 폭풍로 달라짐.",current=전기 폭풍; source glyph=original_ui_38.png ID ui_pointer:82964; original bytes=77 34 67 31 47 5C 31 D8; V375 pointer=0x8019BCE5
EXE_UI,ui_pointer:8296C,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:7에서는 디포이즌, 이 UI 별도 포인터에서는 해로운 기운 제거로 달라짐. 독 해제를 일반 유해 효과 해제로 넓힌 표현이기도 함.",current=해로운 기운 제거; source glyph=original_ui_38.png ID ui_pointer:8296C; original bytes=81 D7 65 DE 1F 34; V375 pointer=0x8019C040
EXE_UI,ui_pointer:82970,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:10에서는 천벌, 이 UI 별도 포인터에서는 하늘의 심판로 달라짐.",current=하늘의 심판; source glyph=original_ui_38.png ID ui_pointer:82970; original bytes=DD 26 1C 3A 58 44; V375 pointer=0x8019C277
EXE_UI,ui_pointer:82974,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:11에서는 리저렉션, 이 UI 별도 포인터에서는 부활로 달라짐.",current=부활; source glyph=original_ui_38.png ID ui_pointer:82974; original bytes=6B DD C8 6F 4E 60 69 34; V375 pointer=0x8019B04F
EXE_UI,ui_pointer:82980,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:6에서는 큐어, 이 UI 별도 포인터에서는 회복로 달라짐.",current=회복; source glyph=original_ui_38.png ID ui_pointer:82980; original bytes=DD 4E AB 42; V375 pointer=0x8019B053
EXE_UI,ui_pointer:82988,CONFIRMED_DEFECT,HIGH,毒のきり(독 안개)를 해로운 기운으로 번역하여 독/안개 정보 누락.,current=해로운 기운; source glyph=original_ui_38.png ID ui_pointer:82988; original bytes=DD CF 1C 44 39; V375 pointer=0x8019BEBE
EXE_UI,ui_pointer:82998,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:54에서는 사방 공격, 이 UI 별도 포인터에서는 주위 공격로 달라짐.",current=주위 공격; source glyph=original_ui_39.png ID ui_pointer:82998; original bytes=1E DE 20 26 1B D0 B1; V375 pointer=0x8019BC9D
EXE_UI,ui_pointer:829B0,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:53에서는 지옥으로 가는 계단, 이 UI 별도 포인터에서는 지옥의 계단로 달라짐.",current=지옥의 계단; source glyph=original_ui_39.png ID ui_pointer:829B0; original bytes=4A 79 3E 8A 1C DD B2 DE 61; V375 pointer=0x8019C62E
EXE_UI,ui_pointer:829D0,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:57에서는 요미의 날개, 이 UI 별도 포인터에서는 황천 비행로 달라짐.",current=황천 비행; source glyph=original_ui_40.png ID ui_pointer:829D0; original bytes=3D 6D 1C 45 58 3A; V375 pointer=0x8019C234
EXE_UI,ui_pointer:829D8,CONFIRMED_DEFECT,HIGH,실제 원문 デスボール(데스 볼/죽음의 공)을 죽음 회복으로 오독. 공격명에 회복이라는 다른 의미 부여.,current=죽음 회복; source glyph=original_ui_40.png ID ui_pointer:829D8; original bytes=81 47 DD A1 31 53; V375 pointer=0x8019BDE5
EXE_UI,ui_pointer:829DC,CONFIRMED_DEFECT,MEDIUM,실제 원문 ダストルーイン(더스트 루인)의 ruin을 rune/문양으로 오독한 더스트 문양. main skill_name:56 더스트 룬과도 불일치.,current=더스트 문양; source glyph=original_ui_40.png ID ui_pointer:829DC; original bytes=67 47 5C 53 31 65 34; V375 pointer=0x8019AC8F
EXE_UI,ui_pointer:829E8,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:2에서는 토탈 힐링, 이 UI 별도 포인터에서는 전체 회복로 달라짐.",current=전체 회복; source glyph=original_ui_40.png ID ui_pointer:829E8; original bytes=5C 31 62 53 DD B5 31 6B 34 80; V375 pointer=0x8019BCFD
EXE_UI,ui_pointer:829F4,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:5에서는 메테오 폴, 이 UI 별도 포인터에서는 별 내리기로 달라짐.",current=별 내리기; source glyph=original_ui_40.png ID ui_pointer:829F4; original bytes=78 DB 8F A6 DE B4 31 53; V375 pointer=0x8019AE4C
EXE_UI,ui_pointer:829F8,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:6에서는 큐어, 이 UI 별도 포인터에서는 회복로 달라짐.",current=회복; source glyph=original_ui_40.png ID ui_pointer:829F8; original bytes=DD 4E AB 42; V375 pointer=0x8019B053
EXE_UI,ui_pointer:829FC,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:7에서는 디포이즌, 이 UI 별도 포인터에서는 해로운 기운 제거로 달라짐. 독 해제를 일반 유해 효과 해제로 넓힌 표현이기도 함.",current=해로운 기운 제거; source glyph=original_ui_40.png ID ui_pointer:829FC; original bytes=81 D7 65 DE 1F 34; V375 pointer=0x8019C040
EXE_UI,ui_pointer:82A08,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:10에서는 천벌, 이 UI 별도 포인터에서는 하늘의 심판로 달라짐.",current=하늘의 심판; source glyph=original_ui_40.png ID ui_pointer:82A08; original bytes=DD 26 1C 3A 58 44; V375 pointer=0x8019C277
EXE_UI,ui_pointer:82A0C,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:11에서는 리저렉션, 이 UI 별도 포인터에서는 부활로 달라짐.",current=부활; source glyph=original_ui_40.png ID ui_pointer:82A0C; original bytes=6B DD C8 6F 4E 60 69 34; V375 pointer=0x8019B04F
EXE_UI,ui_pointer:82A14,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:13에서는 앵화뇌폭참, 이 UI 별도 포인터에서는 토슈 비기로 달라짐.",current=토슈 비기; source glyph=original_ui_41.png ID ui_pointer:82A14; original bytes=DE 3C DE 1B DD A5 DD 41 DD 5C; V375 pointer=0x8019BD45
EXE_UI,ui_pointer:82A18,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:14에서는 주박검, 이 UI 별도 포인터에서는 봉인검로 달라짐.",current=봉인검; source glyph=original_ui_41.png ID ui_pointer:82A18; original bytes=DE 35 DE 94 DD 8D; V375 pointer=0x8019AF44
EXE_UI,ui_pointer:82A1C,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:15에서는 진공참, 이 UI 별도 포인터에서는 진공검로 달라짐.",current=진공검; source glyph=original_ui_41.png ID ui_pointer:82A1C; original bytes=DE 9F DD 18 DD 5C; V375 pointer=0x8019AE1B
EXE_UI,ui_pointer:82A20,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:16에서는 호영참, 이 UI 별도 포인터에서는 그림자검로 달라짐.",current=그림자검; source glyph=original_ui_41.png ID ui_pointer:82A20; original bytes=DE E9 DE 81 DD 5C; V375 pointer=0x8019BEA9
EXE_UI,ui_pointer:82A24,CONFIRMED_DEFECT,MEDIUM,戦の小太鼓(전투의 작은 북)를 전투 큰 북으로 번역해 크기 반전. main skill_name:17 전투의 북과도 불일치.,current=전투 큰 북; source glyph=original_ui_41.png ID ui_pointer:82A24; original bytes=63 1C DD 88 DD A9 DD F1; V375 pointer=0x8019C2FE
EXE_UI,ui_pointer:82A28,CONFIRMED_DEFECT,MEDIUM,荒獅子太鼓는 main skill_name:18 황사자 북인데 이곳은 황사자태고. 같은 기술 악기 표기 불일치.,current=황사자태고; source glyph=original_ui_41.png ID ui_pointer:82A28; original bytes=DD C0 DE A7 96 DD A9 DD F1; V375 pointer=0x8019BE25
EXE_UI,ui_pointer:82A30,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:20에서는 탈진 나팔, 이 UI 별도 포인터에서는 비틀비틀 나팔로 달라짐.",current=비틀비틀 나팔; source glyph=original_ui_41.png ID ui_pointer:82A30; original bytes=8A 55 8A 55 57 82 A3; V375 pointer=0x8019C7EB
EXE_UI,ui_pointer:82A38,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:22에서는 둔화 베이스, 이 UI 별도 포인터에서는 느림의 연주로 달라짐.",current=느림의 연주; source glyph=original_ui_41.png ID ui_pointer:82A38; original bytes=1C 55 27 1C DD B4 31 47; V375 pointer=0x8019C2F5
EXE_UI,ui_pointer:82A40,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:24에서는 방향전환 피리, 이 UI 별도 포인터에서는 방향잡이 피리로 달라짐.",current=방향잡이 피리; source glyph=original_ui_41.png ID ui_pointer:82A40; original bytes=DD 01 44 DD 85 39 1C DE 2F; V375 pointer=0x8019AACC
EXE_UI,ui_pointer:82A44,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:25에서는 익스플로전, 이 UI 별도 포인터에서는 대폭발로 달라짐.",current=대폭발; source glyph=original_ui_41.png ID ui_pointer:82A44; original bytes=DD 23 4E 47 DD 55 A2 31 7F 69 34; V375 pointer=0x8019AEAE
EXE_UI,ui_pointer:82A50,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:28에서는 윈드 슬래셔, 이 UI 별도 포인터에서는 바람 검로 달라짐.",current=바람 검; source glyph=original_ui_42.png ID ui_pointer:82A50; original bytes=71 65 34 95 47 57 82 60 D6 31; V375 pointer=0x8019BD8D
EXE_UI,ui_pointer:82A54,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:30에서는 썬더 스톰, 이 UI 별도 포인터에서는 전기 폭풍로 달라짐.",current=전기 폭풍; source glyph=original_ui_42.png ID ui_pointer:82A54; original bytes=77 34 67 31 47 5C 31 D8; V375 pointer=0x8019BCE5
